Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Como Conduzir Conversas Difíceis,"Conflitos são inevitáveis, no trabalho e na vida. Gerentes devem abordar problemas de desempenho e colegas com prioridades concorrentes devem descobrir como trabalhar juntos. Essas situações exigem conversas difíceis. Neste curso, Marlene Chism explica como conduzir conversas difíceis, desenvolver as competências de comunicação e melhorar os relacionamentos, trabalho em equipe e desempenho nos negócios. Ela mostra como identificar as diferenças subjacentes nos estilos de trabalho, objetivos e dinâmica de poder e como mudar a forma como vemos os conflitos. Também fornece um modelo para levar a conversa em uma direção positiva e determinar os próximos passos. Além disso, compartilha como testar a resistência com uma simples frase.",Course,2020-12-07 16:10 UTC,N/A,false,N/A,
A Linguagem Corporal da Liderança,"As pesquisas mostram que quando seus sinais verbais e não verbais estão fora de sintonia, as pessoas são forçadas a escolher entre o que ouvem e o que veem. No subconsciente, elas vão acreditar na sua linguagem corporal. Neste curso, a doutora e especialista em linguagem corporal no local de trabalho Carol Kinsey Goman revela como a linguagem corporal é vista e costuma ser mal interpretada. Ela compartilha os seis sinais não verbais que você precisa conhecer para causar uma primeira impressão positiva. Também fala da importância da linguagem corporal para líderes e mostra como você pode criar uma presença de liderança. Por fim, ela oferece dicas simples e eficazes sobre comunicação com gestos e postura.",Course,2020-11-21 00:32 UTC,N/A,false,N/A,
Como Lidar com Pessoas Difíceis no Trabalho,"Em todos os locais de trabalho, você perceberá que é mais difícil trabalhar com alguns colegas do que com outros. Antes de julgar precipitadamente, é prudente verificar se e como você contribui para a situação - afinal, é possível que você seja o problema. Se constatar que o problema não é você, este curso será ainda mais útil.<br><br>
Nele, Chris Croft compartilha métodos para reconhecer as características de alguns dos tipos mais comuns de pessoas difíceis e estratégias para lidar com essas pessoas de uma forma mais efetiva. Chris oferece técnicas para lidar com uma variedade de comportamentos, que incluem a negatividade, agressividade, infantilidade e egoísmo. Além disso, ele explica como superar seus pensamentos negativos e obter o melhor de um chefe difícil.",Course,2021-07-09 01:43 UTC,N/A,false,N/A,
Mindfulness: Fundamentos da Atenção Plena,"Os estudos científicos confirmam que a atenção plena proporciona maior desempenho, saúde e bem-estar. É por isso que empresas líderes, como o Google e o Deutsche Bank, vêm implementando programas de atenção plena para os funcionários. John Ullmen, coach executivo e professor PhD da Universidade da Califórnia, explica os conceitos fundamentais da atenção plena e oferece métodos passo a passo que qualquer pessoa pode utilizar. Todas as técnicas foram corroboradas por pesquisas e validadas na prática, gerando resultados para quem deseja lidar com o estresse, a ansiedade, o medo, a preocupação e a insegurança, além de aumentar a confiança, o máximo desempenho e a conexão com os outros.",Course,2020-11-30 16:06 UTC,N/A,false,N/A,
Desenvolvimento Ágil de Software,"A abordagem Ágil — que enfatiza a entrega e a melhoria contínuas, a colaboração e a receptividade a mudanças — pode ajudar os profissionais a melhorar tanto a produtividade quanto a qualidade de seus produtos finais. Neste curso, conheça os fundamentos do Ágil para desenvolvedores e saiba por que essa abordagem é especialmente adequada para a engenharia de software. O instrutor Shashi Shekhar explora os princípios-chave da abordagem Ágil do ponto de vista dos desenvolvedores. Em seguida, analisa o Scrum — um framework Ágil bastante conhecido — e discute seus princípios, papéis e eventos. Também explica como complementar a implantação do Scrum com o Kanban, explora em profundidade a Programação Extrema (XP) e compartilha como uma equipe de desenvolvimento deve aplicá-la para ser mais eficaz e eficiente. Ao longo do curso, Shashi oferece exemplos práticos que ajudam a reforçar os conceitos abordados.",Course,2021-09-09 11:36 UTC,2021-02-28 12:39 UTC,false,N/A,
Como Criar uma Cultura de Alto Desempenho,"Se você for um líder, é responsável por estabelecer a cultura da organização. Para manter a competitividade, é preciso criar uma cultura de alto desempenho. Neste curso, o coach executivo e consultor Mike Figliuolo revela como definir a cultura e a direção da organização, gerenciar o desempenho organizacional e garantir que as plataformas e processos certos estejam prontos para reforçar a nova cultura. Ao longo do curso, Mike ilustra esses tópicos dando dicas práticas e exemplos reais.",Course,2021-07-12 21:45 UTC,N/A,false,N/A,
Vieses Inconscientes: Como Lidar com a Diversidade Cultural nas Empresas,"Encontre mais significado, bem-estar e produtividade e descubra como interagir com outras pessoas superando as diferenças. Avance em sua jornada de desenvolvimento e descubra como criar ambientes inclusivos onde todos possam prosperar. Neste curso, Arianna Huffington e Vernā Myers discutem o impacto de nossas perspectivas culturais nas relações diárias e como combater o preconceito existente em nossas palavras e ações.",Course,2021-07-22 21:28 UTC,N/A,false,N/A,
Como Manter uma Atitude Positiva no Trabalho,"Líderes efetivos — além de serem experientes e bons em seu trabalho — geralmente conseguem manter uma perspectiva positiva, mesmo quando surgem dificuldades. Neste curso, entenda por que manter uma atitude positiva no trabalho traz tantos benefícios e explore estratégias para aumentar a positividade e lidar com situações difíceis. Brenda Bailey-Hughes compartilha técnicas para interromper padrões de pensamento negativo e cultivar ambientes, relacionamentos e hábitos positivos. Veja também como permanecer autenticamente positivo ao responder às pessoas e situações negativas.<br><br>Para conhecer novas percepções e celebrar suas vitórias com outros participantes do curso, você pode juntar-se ao <a href=""https://www.linkedin.com/groups/12065005"" target=""_blank"">grupo de discussão</a>do LinkedIn para este curso.",Course,2021-06-11 18:27 UTC,N/A,false,N/A,
Como Vencer a Procrastinação,"A procrastinação está afetando seu trabalho? Descubra, em apenas 20 minutos, por que isso acontece e saiba como se preparar para vencer a procrastinação no futuro. A autora e professora Brenda Bailey-Hughes, da Kelley School of Business, mostra como diferenciar a procrastinação de outros comportamentos, identificar os motivos e usar estratégias que ajudarão você a lidar com a procrastinação e aumentar sua produtividade.",Course,2021-08-03 09:07 UTC,N/A,false,N/A,
O Futuro da Gestão de Desempenho,"Com a automação e a globalização modificando a própria natureza do trabalho, até as metas de desempenho do mês passado talvez não se sustentem. A forma de avaliação do trabalho também precisa mudar. Gary Bolles, cofundador da eParachute, explica como o planejamento do desempenho vem substituindo a gestão de desempenho, como gerentes e funcionários devem manter um diálogo contínuo e como os gerentes precisam administrar a lacuna entre as habilidades dos trabalhadores e as competências necessárias. Gary também aborda a necessidade adicional de planejamento do desempenho da equipe, mostra como avaliar os resultados e os incentivos à equipe e explica como dimensionar a gestão de desempenho para toda a organização. Por fim, descreve o que significa construir uma cultura de alto desempenho.",Course,2020-10-05 02:43 UTC,N/A,false,N/A,
Gestão Ágil no Trabalho: Como Tornar as Reuniões Ágeis mais Produtivas,"Muitas equipes ágeis iniciantes acham que reuniões flexíveis permitem agir da maneira mais eficaz. Na realidade, os projetos ágeis se desenvolvem melhor com atividades curtas e bem estruturadas. Cada atividade tem timebox, de modo que as equipes permaneçam no rumo certo e trabalhem dentro do tempo e plano definidos.  Neste curso, o especialista em gestão ágil Doug Rose descreve como tornar as reuniões ágeis o mais produtivas possível. Ele fornece orientações para atividades comuns, como planejamento de liberação, reunião em pé diária, planejamento de Sprint e demonstração de produto. Ao longo do curso, conheça as armadilhas mais comuns das reuniões e os desafios de manter as atividades no rumo certo.",Course,2021-05-24 09:06 UTC,N/A,false,N/A,
Como Passar da Colaboração à Gerência,"Antes de começar em seu primeiro cargo de gerência, é importante se preparar para uma mudança de mentalidade e prioridades. Nesse curso, a coach em liderança, autora de best-sellers e consultora Roberta Matuson explica como iniciar com êxito seu novo cargo de gerência. Roberta compartilha estratégias que ajudarão você a fazer a transição de foco em seu próprio desempenho, como colaborador individual, para foco no sucesso da equipe, como gerente. Ela ajuda você a enfrentar os obstáculos comuns, como gerenciar ex-colegas, obter o compromisso e avaliar a equipe, e se preparar para evoluir como líder.",Course,2021-01-16 02:26 UTC,N/A,false,N/A,
Recrutamento On-line: Como Conduzir Entrevistas Virtuais Bem-Sucedidas,"Você nem sempre encontrará os melhores candidatos em seu estado ou país. Para expandir seus negócios, você precisa adaptar-se às realidades do novo cenário de contratação. Descubra uma técnica de entrevista que permite economizar tempo e dinheiro e ajuda a encontrar os melhores talentos em todo o mundo. A entrevista virtual pode agilizar seu processo de contratação tradicional e atrair os candidatos mais talentosos e propensos a se engajar e permanecer em sua empresa. Neste curso, a especialista em recrutamento de pessoal Barbara Bruno explica como se preparar para um processo de contratação on-line e conduzir uma entrevista virtual bem-sucedida. Além disso, ela apresenta os benefícios das entrevistas virtuais e oferece dicas sobre como fazer o acompanhamento, pré-fechamento e cultivo do relacionamento com o novo colaborador, para ajudá-lo a se integrar de maneira mais rápida e eficaz.",Course,2021-08-06 09:45 UTC,N/A,false,N/A,
Técnicas de Comunicação Interpessoal,"Comunicar-se com efetividade não é um talento nato que algumas pessoas têm e outras não — é algo que qualquer um pode aprender e aplicar. Neste curso, conheça estratégias que ajudarão você a aperfeiçoar suas competências de comunicação interpessoal. Junte-se a Dorie Clark, especialista em marca pessoal e carreira, e conheça técnicas para se comunicar com efetividade no trabalho e enfrentar possíveis desafios de comunicação com seus colegas e supervisor. Ela também explica como lidar com situações complicadas e com interrupções, responder a feedbacks críticos e se comunicar em diferentes culturas.",Course,2020-10-05 09:05 UTC,N/A,false,N/A,
Liderança sem Autoridade Formal,"Liderança não é apenas uma habilidade para gestores. Demonstrar liderança é importante para funcionários em todos os níveis de uma organização. Todos os dias surgem oportunidades para liderar, quer você tenha uma posição de liderança formal ou não. Neste curso, Lisa Earle McLeod e Elizabeth McLeod, especialistas em liderança e desenvolvimento pessoal, explicam como especialistas ou colaboradores individuais podem demonstrar liderança influenciando, inspirando, mentoreando e motivando outras pessoas. Elas também ajudam a superar desafios únicos, como liderar ao entender que seu chefe ou sua equipe, está indo na direção errada.",Course,2021-01-19 16:26 UTC,N/A,false,N/A,
Introdução à Ciência de Dados: Conceitos Básicos,"Muitas pessoas que trabalham em equipes de ciência de dados não são cientistas de dados. São gerentes e outros interessados que desejam obter valor comercial a partir dos dados da organização. Elas precisam entender a linguagem da ciência de dados para que possam fazer perguntas melhores, entender os processos e liderar a equipe e a organização na tomada de melhores decisões baseadas em dados. Este curso é uma introdução à ciência de dados para pessoas que não planejam ser cientistas de dados em tempo integral. Ele introduz conceitos, ferramentas e técnicas de big data, incluindo coleta e classificação de dados, trabalho com bancos de dados, compreensão de tipos de dados estruturados e não estruturados e aplicação de análise estatística. O coach em gestão e escritor Doug Rose ajuda você a falar a linguagem da ciência de dados para que possa orientar a organização no que diz respeito às oportunidades e limitações neste campo que cresce exponencialmente.",Course,2021-08-16 21:11 UTC,N/A,false,N/A,
Fundamentos do Seis Sigma,"Saiba como aplicar o Seis Sigma para promover melhorias no desempenho de seus processos, produtos e serviços. O Dr. Richard Chua explica os fundamentos do Seis Sigma, uma abordagem de melhoria voltada para o cliente e baseada em dados. Entre os conceitos básicos que ele aborda estão os requisitos críticos para a qualidade (CTQs), variação, defeitos por milhão de oportunidades (DPMO), as funções e os níveis de certificação dos profissionais Seis Sigma e os critérios para a identificação bem-sucedida de projetos Seis Sigma. O curso termina percorrendo as cinco fases da metodologia DMAIC do Seis Sigma — Definir, Medir, Analisar, Incrementar e Controlar — e as etapas, dados e principais resultados envolvidos em cada fase.",Course,2021-04-09 21:22 UTC,N/A,false,N/A,
Gestão Ágil no Trabalho: Como Criar Equipes Ágeis,"O Ágil está se tornando a abordagem preferida para a gestão de projetos de evolução acelerada. No centro de todo projeto Ágil há uma equipe Ágil. Neste curso, o primeiro da série Gestão Ágil no Trabalho do LinkedIn Learning, o especialista Doug Rose usa um projeto modelo e mostra como formar uma equipe Ágil. Uma equipe com mentalidade Ágil é auto-organizada, colaborativa e responsável. Ele também descreve as armadilhas comuns inerentes à implantação: as novas equipes dever ficar atentas para a confusão de papéis e entender os desafios da gestão de grupos auto-organizados.",Course,2021-02-28 14:57 UTC,N/A,false,N/A,
O Poder das Perguntas para Estimular o Pensamento Crítico e a Curiosidade,"A grande característica em comum de muitos líderes de sucesso é sua curiosidade natural e desejo de aprender. Todos nós somos curiosos por natureza – então por que algumas pessoas parecem conseguir mais respostas e tirar o máximo proveito de suas vidas? Simplificando, elas tendem a apresentar pensamento crítico e fazer as perguntas certas. Neste curso, aprenda a aproveitar o poder das perguntas para melhorar ainda mais sua equipe, liderança e carreira. Joshua Miller explica os benefícios da curiosidade e mostra como se fortalecer por meio de perguntas. Descubra o papel das redes sociais quando fazemos perguntas, por que determinados tipos de perguntas podem levar a becos sem saída, como responder com eficácia às perguntas dirigidas a você e muito mais. <br><br>",Course,2021-02-17 01:42 UTC,N/A,false,N/A,
Gestão de Novos Cargos de Gerência,"Gerenciar novos líderes envolve um conjunto exclusivo de desafios. Mesmo o colaborador individual mais destacado pode ter dificuldades ao desempenhar seu novo cargo e lidar com mais responsabilidades. Neste curso, aprenda como apoiar e inspirar novos líderes durante essa transição tão importante. A especialista em liderança Sara Canaday mostra como identificar as perspectivas e desafios únicos de seus novos gerentes, definir as expectativas de transição, fornecer coaching a apoio e cultivar as condições certas para ajudá-los a ter sucesso.",Course,2020-11-17 23:01 UTC,N/A,false,N/A,
Histórias de Vida: Mulheres na Tecnologia,"Neste curso, conhecerá as histórias de vida de Danielle Monteiro, Amanda Cavallaro e Jessica Temporal, três mulheres desenvolvedoras que compartilham os desafios de ser mulher trabalhando em um mundo de homens, como tradicionalmente é o campo da tecnologia.",Course,2021-09-10 09:42 UTC,N/A,false,N/A,
Como Melhorar a Prospecção de Vendas,"A prospecção em vendas é em grande medida um jogo mental. Você pode dizer as coisas certas, mas se sua atitude não corresponder às palavras ou se o processo de prospecção for inconsistente, seu êxito estará em risco.
Neste curso, o escritor e coach de vendas da Fortune 500, Jeff Bloomfield, ajudará você a desenvolver a mentalidade certa para prospecção: mostrando como eliminar distrações e se concentrar em seus clientes potenciais e seus objetivos/preocupações, e como seu serviço ou produto pode ajudá-los de um modo exclusivo. Ele também dá dicas sobre como criar uma programação para ser bem-sucedido e se recompensar para permanecer motivado.",Course,2021-08-07 10:15 UTC,N/A,false,N/A,
Técnicas para Lidar com o Trabalho sob Pressão,"A pressão é uma parte inevitável do trabalho e de nossas vidas. Aqueles que conseguem manter a calma em situações desafiadoras e de alta pressão — ou até mesmo prosperar — colocam-se em uma posição melhor para ter êxito. Neste curso, saiba como identificar as situações de pressão e enfrentá-las com confiança. O instrutor Eddie Davila ajudará você a identificar seus pontos de pressão e explicará como abordá-los com preparação e planejamento, além do que fazer quando chegar o grande momento.",Course,2021-06-26 22:24 UTC,N/A,false,N/A,
Como Melhorar suas Competências de Escuta,"Assim como você pode aprimorar a habilidade de falar em público através da prática, também pode se tornar um bom ouvinte — ouvir com atenção é uma habilidade que pode ser aprendida. Neste curso, junte-se à especialista em carreira Dorie Clark para descobrir por que é difícil ouvir bem e como desenvolver a mentalidade de um bom ouvinte. Ela apresenta várias técnicas de escuta que ajudarão você a evitar interrupções, a ouvir o que não estiver sendo dito e a saber o que fazer quando não estiver sendo ouvido. Além disso, ela explica como demonstrar que o interlocutor foi ouvido, e como ouvir pessoas tidas como irritantes.",Course,2021-08-10 00:27 UTC,N/A,false,N/A,
Contratação por Desempenho,"Os melhores profissionais não estão procurando apenas um outro cargo; eles querem desafios e crescimento. Para conseguir os melhores profissionais, você precisa atrai-los de modo diferente, o que significa que seu processo de recrutamento — sua prospecção, entrevista e recrutamento — precisam mudar, e até mesmo seu modo de escrever descrições de cargo. Neste curso, Lou Adler, CEO e fundador do Adler Group, explica a contratação por desempenho, um processo completo de quatro etapas para contratar os melhores talentos. Lou descreve as etapas para ajudá-lo a ampliar o banco de talentos (prospecção), criar descrições de cargo que entregue os candidatos da mais alta qualidade (seleção), entrevistar para que você descobrir o que realmente leva ao desempenho (entrevista) e tomar as melhores decisões de contratação (recrutamento).",Course,2020-11-27 09:33 UTC,N/A,false,N/A,
Descubra o Power BI,"Esse curso é direcionado para profissionais que precisam analisar dados e querem aumentar sua produtividade utilizando uma das melhores ferramentas de business intelligence da atualidade. Nesse curso, serão abordadas técnicas de preparação, modelagem, visualização e compartilhamento de relatórios e painéis utilizando o Power BI Desktop e Power BI Serviço. Também teremos uma introdução sobre suas diversas plataformas, tipos de contas e sobre o que é business intelligence.",Course,2021-03-25 19:22 UTC,N/A,false,N/A,
Arquitetura de Software: Introdução à Análise de Projetos,"Descubra por que a análise de projetos e, principalmente, a coleta de requisitos, é importante para o sucesso de um projeto de software. Neste curso, você aprenderá as técnicas necessárias para analisar os requisitos de modo eficiente, conhecendo os diferentes tipos de requisitos, métodos para coletá-los e possíveis erros que podem surgir nesta fase com exemplos reais que você enfrentará diariamente durante o processo de desenvolvimento do software.",Course,2021-09-02 22:50 UTC,N/A,false,N/A,
Indústria 4.0: Fundamentos da Quarta Revolução Industrial,"O mundo está sendo transformado pela Quarta Revolução Industrial. Às vezes chamada de Indústria 4.0 ou I4.0, a Quarta Revolução Industrial leva a revolução digital a outro nível. A tecnologia em sua essência — automação em larga escala, a baixo custo e inteligência de máquina — tem o potencial de afetar a forma como aprendemos, trabalhamos, nos movemos, nos comunicamos e interagimos. Esta série de vídeos baseada em palestras analisa as mudanças disruptivas em marcha na ciência e na cultura, e seu impacto no futuro. Descubra as principais tecnologias que estão surgindo, incluindo a inteligência artificial e blockchain, e seus efeitos nas cidades, indústrias e pessoas. O Dr. Jonathan Reichental explica ainda como as pessoas podem agir para assegurar que a Indústria 4.0 não deixe ninguém para trás.",Course,2021-08-28 16:56 UTC,N/A,false,N/A,
Excel 2019: Fórmulas e Funções Avançadas,"Este curso consiste em demonstrar na prática a aplicação das principais fórmulas e funções do Excel 2019. São centenas de funções distribuídas em 12 categorias diferentes. Não há como dominar o Excel sem conhecer minimamente o poder das suas funções. Neste treinamento é abordado as principais funções para agregações de valores, cálculos condicionais e funções lógicas, cálculos estatísticos e matemáticos, manipulação de datas e hora, uso de referências relativas e absolutas e como depurar erros. Essencial para quem quer subir um degrau a mais no uso do Excel no dia a dia.",Course,2021-07-15 09:43 UTC,N/A,false,N/A,
Seis Sigma: Black Belt,"Demonstre seu domínio dos princípios, filosofias e ferramentas relacionadas ao Seis Sigma, tornando-se um Black Belt em Seis Sigma certificado. Os Black Belts atuam sob supervisão dos Master Black Belts, aplicando a metodologia Seis Sigma a projetos específicos e dedicando a ela todo o seu valioso tempo. Neste curso, o especialista em excelência operacional, instrutor Master Black Belt e professor universitário Dr. Richard Chua explica como usar o Seis Sigma e suas ferramentas estatísticas e de qualidade, preparando você para se tornar um Black Belt.",Course,2021-03-03 17:13 UTC,N/A,false,N/A,
Using SQL with C++,"C++ is a powerful language for database applications, and it can be an excellent tool to use with SQL. In this course, instructor Bill Weinman gets you started on leveraging the power of C++ in SQL, starting with the basics, like connecting to a database, performing simple queries, and reading rows from a table. He also explains how to use prepared statements and bind variables, as well as how to build a wrapper class to streamline the SQL interface. Finally, he shows you how to build a specialized application class so you can create an application using what you learned. If you’re an experienced C++ developer looking to learn how to use C++ with SQL, this course is for you.",Course,2021-09-18 19:57 UTC,N/A,false,N/A,
Como Dizer Não,"Aprender a dizer não é escolher o que é importante para você. Neste curso, Todd Dewett mostra como priorizar a importância das tarefas de acordo com seus objetivos e valores. Usando estas diretrizes, você saberá quando dizer ""sim"" e quando dizer ""não"" de forma mais eficaz. Você também aprenderá a dizer não de maneira breve, honesta, positiva e respeitosa.",Course,2021-02-07 11:33 UTC,N/A,false,N/A,
Excel: Como Criar um Dashboard Básico (365/2019),"O curso Excel: Como Criar um Dashboard Básico aplicará os principais conhecimentos no Excel em suas fórmulas, funções, gráficos, tabelas e formatações para criação de um painel, também conhecido como ""Dashboard"", que põe em evidência dados com o objetivo de facilitar sua interpretação e consequente tomada de decisão em análises que precisam ser realizadas. O conjunto de técnicas utilizadas potencializará os dados, valorizando as respostas procuradas. Uma das habilidades que desenvolveremos será a adaptação e combinação de conceitos e técnicas aprendidas isoladamente, atuando em conjunto para criação de um painel desses. 
O objetivo desse curso é desenvolvermos juntos um cenário analítico profissional e de fácil interpretação, evidenciando o que há de mais importante nos dados.",Course,2020-10-01 09:08 UTC,N/A,false,N/A,
Como Fazer Perguntas Poderosas para Vendas,"Muitas vezes, as visitas comerciais se transformam em um interrogatório, e os clientes em potencial se perguntam qual é o objetivo da conversa. Neste curso, Jeff Bloomfield, autor e coach de vendas de empresas da lista Fortune 500, oferece uma alternativa baseada no princípio de que as vendas eficazes começam com o foco nas questões mais importantes para os clientes. Jeff ajuda você a entender os problemas comerciais dos clientes e usar essas informações para orientar as perguntas de vendas. Ele explica como criar e fazer perguntas de sondagem eficazes, avaliar o impacto comercial da solução e ir além quando necessário. Ele também fornece conselhos sobre como manter o tom de voz apropriado durante toda a conversa, para uma interação de vendas mais satisfatória e um relacionamento duradouro com o cliente.",Course,2021-08-19 23:00 UTC,N/A,false,N/A,
Técnicas Avançadas de Power BI,"No curso ""Power BI: Avançado"" exploraremos com mais profundidade técnicas de importação e tratamento de dados, modelagem e cálculos no DAX, criação de visuais compatíveis com seus tipos de dados e publicação e compartilhamento do seu projeto no Power BI Serviço. Exploraremos algumas funções do DAX com detalhes para responder a algumas das principais questões de negócios em organizações. A aplicação de técnicas de Business Intelligence no dia a dia de todo profissional é essencial para comparar, melhorar e ter novas ideias de caminhos e desenvolvimentos que a empresa possa seguir",Course,2020-11-03 23:03 UTC,N/A,false,N/A,
Burnout: Como Evitar o Esgotamento no Trabalho,"Períodos prolongados de estresse — relacionados ao trabalho, vida pessoal ou problemas de saúde — podem levar ao burnout, ou esgotamento profissional. Este estado reduz a produtividade e nos enfraquece, sobrecarregados pelas tarefas cotidianas e nos sentindo cada vez mais pessimistas e ressentidos. Neste curso, Todd Dewett ajuda você a identificar as causas mais comuns de burnout, como o elevado número de horas dedicadas ao trabalho, muitas viagens de negócios, prazos curtos e falta de férias, a fim de encontrar uma maneira de evitar o acúmulo de estresse e se recuperar.",Course,2020-09-17 18:22 UTC,N/A,false,N/A,
Excel: Introdução às Fórmulas e Funções,"O curso ""Excel: Introdução às Fórmulas e Funções"" explora as principais funções do Excel, bem como seus recursos que facilitam o dia a dia de profissionais, como o ""Atingir Meta"", ""Cenários"" e ""Tabelas de Dados"". Além dessas técnicas, serão exploradas formas de avaliação através de fórmulas, e também apuração de erros, a fim de facilitar a aplicação das técnicas aprendidas. Uma das principais funções do Excel é armazenar cálculos e potencializar sua edição, flexibilizando-o assim para diferentes aplicações de negócios, e com esse curso você será capaz de explorar suas principais aplicações.",Course,2021-01-12 09:43 UTC,N/A,false,N/A,
Fundamentos de Contabilidade,"A contabilidade usa informações financeiras do passado para tomar decisões no presente e mudar o futuro. Este curso oferece uma introdução aos quatro tipos básicos de contabilidade — escrituração contábil, contabilidade financeira, gerencial e tributária — e explica a relação entre contabilidade, tomada de decisão, desempenho do negócio e saúde financeira. Os professores de contabilidade Jim e Kay Stice exploram as três principais demonstrações financeiras, usando exemplos reais de empresas como o Walmart. Eles mostram como as firmas usam a contabilidade gerencial para criar orçamentos e determinar o custo dos produtos e explicam como os impostos, deduções fiscais e créditos tributários são calculados nos Estados Unidos. O curso é independente, não há pré-requisitos ou conhecimento especializado necessário para fazê-lo. No final, você entenderá melhor a contabilidade e como ela afeta os negócios e as finanças pessoais.",Course,2021-06-17 23:49 UTC,N/A,false,N/A,
Técnicas Avançadas de Python,"Desenvolva suas habilidades de programação Python. Python é uma ótima opção para implementar vários tipos de soluções, mas para aproveitar ao máximo seu poder e flexibilidade, você precisa dominar as suas funcionalidades avançadas. Neste curso, você pode aprender como aproveitar os recursos avançados do Python como métodos de classe orientadas a objetos, usar o módulo logging para rastrear o desempenho e a atividade do usuário, e como tornar seu código mais eficiente e mais fácil de ler e manter. A instrutora Jessica Temporal também mostra como manipular dados, construir classes e funções personalizadas, criar listas e escrever um código mais elegante e otimizado.",Course,2021-05-11 09:06 UTC,N/A,false,N/A,
Liderança Colaborativa,"A colaboração se tornou um ingrediente essencial para a sobrevivência e o sucesso organizacional. Com cada vez mais organizações adotando a cultura colaborativa, um novo modelo de liderança está surgindo — substituindo o comando e controle pela confiança e inclusão. O novo papel do líder é criar um ambiente no qual as pessoas escolham participar e contribuir. Este curso traz insights e ajuda a desenvolver competências para que você construa relacionamentos colaborativos em sua equipe e em toda a organização. A instrutora Carol Kinsey Goman explica por que a colaboração é tão importante, introduz elementos e competências essenciais para a liderança colaborativa e fornece estratégias práticas para a colaboração, desde a preparação de reuniões presenciais mais efetivas até o trabalho com equipes remotas e a colaboração intercultural. Além disso, ela dá dicas para que você tenha a linguagem corporal de um líder colaborativo e torne a colaboração um hábito.",Course,2021-06-12 20:21 UTC,N/A,false,N/A,
Como Lidar com a Depressão no Trabalho,"A depressão tem a curiosa capacidade de drenar as cores da vida, transformando até as tarefas mais comuns em desafios. Quando até sair da cama é difícil, o que fazer ao chegar ao escritório? Embora nem mesmo a máxima coragem possa fazer com que essa condição desapareça, há estratégias simples que você pode usar para superar os dias ruins — e até melhorar seu bem-estar e produtividade. Neste curso, junte-se ao Dr. Srini Pillay, coach executivo certificado e professor assistente de psiquiatria da Harvard Medical School, e conheça técnicas que ajudam as pessoas com depressão a abordar seu trabalho de modo mais efetivo e obter o apoio de que precisam. Saiba como gerenciar melhor o humor e a fadiga, abordar a depressão com colegas de trabalho, gerenciar e liderar as pessoas enquanto se recupera e muito mais.

Nota: Este curso tem como objetivo fornecer uma visão geral dos problemas de saúde mental no local de trabalho, além de dicas gerais de bem-estar que podem ser úteis aos funcionários. Ele não deve ser encarado como um diagnóstico ou prescrição de tratamento para depressão ou qualquer outra condição médica. Qualquer pessoa com depressão ou dúvidas sobre sua condição médica deve consultar um profissional de saúde.",Course,2021-05-06 12:59 UTC,N/A,false,N/A,
Da Vitimização à Ação: Como Assumir o Controle,"Vitimização significa culpar outras pessoas ou circunstâncias externas ao enfrentarmos os desafios da vida. Essa mentalidade de “não é minha culpa” pode atingir equipes, organizações ou sociedades. Mas por que culpar os outros quando podemos assumir o controle? Neste curso, o coach executivo e chefe de desenvolvimento organizacional do LinkedIn, Fred Kofman, ajuda você a aceitar os desafios da vida, passando de vitimista a herói. Além disso, ele mostra como ajudar os outros a fazerem o mesmo com apoio e orientação.",Course,2021-06-16 21:31 UTC,N/A,false,N/A,
Gráficos no Excel: Uma Visão Aprofundada,"Dados brutos ou apenas informações podem não transmitir a informação de forma apropriada. Gráficos são recursos visuais que facilitam a interpretação desses dados. Além disto, eles são um recurso muito poderoso e fácil de usar, que faz parte do Excel desde suas primeiras versões. <br><br>

Neste curso vamos analisar a maior parte dos gráficos existentes e ainda analisar os seis gráficos novos que foram implementados na versão 2016 do aplicativo. <br><br>

Este é um curso adaptado do instrutor Dennis Taylor e você verá como utilizar recursos dos gráficos de coluna, barra e linha, pizza, além de aprender a manipular seus componentes e recursos. 
Depois de ver esse curso você conseguirá avaliar qual o melhor gráfico para a análise que estiver desenvolvendo.<br><br>

Aprenda como ajustar a cor e o estilo do seu gráfico; adicionar títulos, rótulos e legendas; insira formas, figuras e caixas de texto, além de extrair dados de várias fontes. <br>
Praticando todos os conceitos abordados neste curso você conseguirá criar excelentes gráficos, além de imprimí-los e compartilhá-los.",Course,2020-11-08 02:05 UTC,N/A,false,N/A,
Fundamentos de Gestão Ágil,"Equipes que adotam uma mentalidade ágil costumam responder melhor ao feedback dos clientes e às mudanças nas necessidades comerciais. Além disso, elas se divertem um pouco mais no processo. Você quer implementar os princípios do manifesto ágil em sua equipe? Este curso pode ajudar. Junte-se a Doug Rose e confira os conceitos fundamentais que você precisa saber para começar a pensar como uma equipe ágil. Ele analisa os valores e princípios incluídos no manifesto ágil e explica como melhorar a comunicação com histórias de usuários e equipes multifuncionais. Descubra como responder às mudanças de maneira ágil, explore as metodologias ágeis populares e conheça as funções comuns em uma equipe ágil. No decorrer do curso, Doug fornece alguns exercícios que podem contribuir para aumentar a agilidade e produtividade de sua equipe.",Course,2021-02-27 23:56 UTC,N/A,false,N/A,
